name,description,country,sector,logo,websummit,linkedin,facebook,crunchbase,website,twitter,instagram,angellist
Raczum,Video-sharing platform that helps people find the products they want by displaying in real time matching marketplaces,Brazil,"Advertising, content & marketing",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/24cd0c605d13629a03de62b8ef5b644229314538.png?1569977914,['2019'],https://www.linkedin.com/company/raaczum,https://www.facebook.com/raczum,https://www.crunchbase.com/organization/raczum,https://raczum.com/,https://twitter.com/raczum,https://instagram.com/raczum,https://angel.co/company/raczum
Radicle Global,Radicle is a resource and big data platform for youth enterprises operating with clear environmental impact indicators within the SDGs.,Jamaica,"Environment, energy & clean tech",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/7b6b33ad4a2ca8b6b99e4583f911d3e489dca448.png?1570622809,['2019'],https://www.linkedin.com/company/radicle-global,https://www.facebook.com/radicleglobal,,https://radicleglobal.co.uk/,https://twitter.com/RadicleG,https://instagram.com/radicleglobal,
Radiobotics,"Augmenting radiology by fully automating routine image analysis and reporting, accelerated by machine learning.",Denmark,Medtech & pharma,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/acb46fd8cca3e2388872e6d25ee93355189ac0df.png?1565683283,['2019'],https://www.linkedin.com/company/18308654,,https://www.crunchbase.com/organization/radiobotics,https://radiobotics.com/,https://twitter.com/radiobotics,,
Rain,First licensed cryptocurrency exchange in the Middle East.,Bahrain,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/68174a002122a5f8a20f417979510a85f01bdec8.png?1570568134,['2019'],https://www.linkedin.com/company/rainfinancial,,https://www.crunchbase.com/organization/rain-bh,https://rain.bh/,https://twitter.com/rainfinancial,https://instagram.com/rainfinancial,https://angel.co/company/rain-6/people
RaiseUp Solutions,"Every company has data, and every company should use Data Analytics. We Raise Up companies to the next step using their data. Easy that…",Brazil,Big data & analytics,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/04bde51b483d17dadf2d22a2f8fd8e51e6881131.png?1565014072,['2019'],https://www.linkedin.com/company/raiseupsolutions,https://www.facebook.com/raiseup.solutions,,http://www.raiseupsolutions.com/,https://twitter.com/_RaiseUp_,,
Rangel Full eCommerce Solutions,"We deliver and manage end-to-end eCommerce solutions that provide leading online-shop platforms, logistics, marketing and…",Portugal,eCommerce & retail,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/750e7e4ad4be95975ef7bb19de50c45a510db438.png?1567424825,['2019'],https://www.linkedin.com/company/rangel,https://www.facebook.com/rangellogisticssolutions,,https://www.rangel.com/en/services/e-commerce/full-ecommerce/,,,
Raymeon Nexus SaaS ERP,"Nexus is a solution for small businesses that focus on strong growth, physical products and selling in digital channels",Denmark,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/1ea132f28e6b012cfdb665f5f808d3a70cee7b59.png?1568283248,['2019'],https://www.linkedin.com/company/raymeon,,,https://raymeon.com/,https://twitter.com/raymeoncom,,
RDCodex,"R&D, design, build and deploy the best products/solutions by connecting investors, genies, professionals, customers and in group companies.",Netherlands,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/8f7c57997520aa68925b69dabd3722b3f26c1532.png?1570614389,['2019'],https://www.linkedin.com/company/rdcodex-com,https://www.facebook.com/rdcodex,https://www.crunchbase.com/organization/rdcodex,https://rdcodex.com/,https://twitter.com/rdcodex_com,https://instagram.com/rdcodex_com,https://angel.co/rdcodex
reachtag,"YOUR CLEVER HELPER AGAINST LOSS. For keys, phones and everything else - easy, fast and effective; with no hardware and no trouble. B2B…",Germany,Consumer goods,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/c2c5b5dea2e0eac6ae171714e2e51cf18ba51aec.png?1568187279,['2019'],https://www.linkedin.com/company/reachtag,https://www.facebook.com/reachtagofficial,,https://reachtag.com/,,https://instagram.com/reachtag.de,https://angel.co/company/reachtag
Readlax,Brain Games for Speed Reading,Ukraine,Education,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/cdd9a21ba1673b17109843d8367d1fdd54ef37e3.png?1564686666,['2019'],https://www.linkedin.com/company/readlax,https://www.facebook.com/ReadlaxBrainFitness,https://www.crunchbase.com/organization/readlax,https://www.readlax.com/,https://twitter.com/Readlax_Reading,,https://angel.co/company/readlax
Real Home Network,"Unique Real Estate AI driven platform that combines advanced CRM, portfolio optimization tools, and a modern listing portal.",Andorra,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/55b5f7f41c33a51af43e0ecb0aab062316eb9b11.png?1569939359,['2019'],,https://www.facebook.com/RealHomeNet,,https://realhome.network/,,https://instagram.com/realhomenetwork,
rebolet,"The one stop-solution to profitability, transparency and sustainability for eCommerce returns and overstock! How do you handle your returns?",Germany,eCommerce & retail,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/54be10eefb64c653fe260b0a79d1117c55eb1ceb.png?1565018400,['2019'],https://www.linkedin.com/company/rebolet,,,https://www.rebolet.com/,,,
Recall,Art recall offers the art world a complete and environmentally conscious networking solution as an alternative to business cards,France,Social media & networking,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/3bb1160e4846b9ba5d76048309b84f612471ce7d.png?1565704324,['2019'],https://www.linkedin.com/company/art-recall/about/?viewAsMember=true,https://www.facebook.com/Recalltheapp,,https://recalltheapp.com/,,,
ReceiptHero,ReceiptHero delivers digital eReceipts from merchants to your banking & accounting apps,Finland,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/aa10582ea92a583082888402b32ce44f1011b234.png?1570728929,['2019'],https://www.linkedin.com/company/receipthero,,https://www.crunchbase.com/organization/receipthero,https://getreceipthero.com/,https://twitter.com/GetReceiptHero,,
Reckon.ai,Reckon uses AI and image recognition for helping retailers track and optimize their pricing strategies against their competition.,Portugal,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/b1518ae188157fb1e1748e2c60816ab141c54ddc.png?1504093239,['2019'],https://www.linkedin.com/company/reckon.ai,https://www.facebook.com/ReckonAI/,,http://reckon.ai/,https://twitter.com/Reckon_ai,,
Recotap,AI driven Account-Based Marketing platform for B2B companies. Laser-focus your marketing to find and acquire high-value customers.,India,"Advertising, content & marketing",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/1140bee046d5b934984fe915a3699918ad8893dc.png?1565693741,['2019'],https://www.linkedin.com/company/recotap,https://www.facebook.com/recotap,https://www.crunchbase.com/organization/recotap,https://www.recotap.com/,https://twitter.com/recotap,,https://angel.co/company/impel-labs
Red Bird Technology Limited,"REDBIRD is an innovation-driven AI company with products and services that include FPGA chips, AIOS and AI Solutions for industries.",Hong Kong,AI & machine learning,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/f9fe2518e11af8bf9296d89b474e878b3e42faef.png?1571195234,['2019'],https://www.linkedin.com/company/clustar,,,https://redbird.ai/,,,
Redcatpig Studio,"Award winning video game development studio located in the Azores, Portugal. Currently developing KEO. Looking for coinvestors.",Portugal,"Gaming, VR & AR",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/5fb01dc7fc1cd14bcf7575457dd32c9019a8b580.png?1539696716,['2019'],https://www.linkedin.com/company/redcatpigstudio,https://www.facebook.com/redcatpig,,http://redcatpig.online/,https://twitter.com/redcatpig,,https://angel.co/redcatpig-studio
RedShift,Manage your documents in compliance with GDPR and capture multi-channel high-volume content in your organization,Portugal,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/33f427bd7f3a0ef0126881cdbc80d46cbcf22cee.png?1507067230,['2019'],https://www.linkedin.com/company/redshift-consulting,https://www.facebook.com/redshiftglobal,,http://www.redshift.global/,https://websummit.com/@na,,
Reecall,Self-learning vocal agent for customer support at scale.,France,AI & machine learning,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/97c559fffa094be1fa5a38d0dfe0a6779eda82bb.png?1567587372,['2019'],,,,https://reecall.co/,,,
Regvolution,Machine Learning solutions to help banks comply efficiently and proactively manage their Finance & Risk regulations.,United Kingdom,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/14f8afdbaac758af0c896d63d832813ed089ab61.png?1566296342,['2019'],,,,https://www.regvolution.com/,,,
ReHealthier @BACHcode,Personalized Healthy Eating Analytic Platform by AI,Hong Kong,Big data & analytics,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/704db28a32117ff6ca5f893c4057b9a0fae0a14a.png?1570806187,['2019'],https://www.linkedin.com/company/rehealthier,https://www.facebook.com/ReHealthier,,https://www.rehealthier.com/,,,
reinvest24.com,Invest into real-estate from 100 EUR. Easy geo diversification. 14.6% average performance.,Estonia,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/3ff873bbae04effdfe5f205d8349eebf2ee17ebf.png?1569494051,['2019'],https://www.linkedin.com/company/18324123,https://www.facebook.com/ReInvest24,https://www.crunchbase.com/organization/reinvest24,https://www.reinvest24.com/,,https://instagram.com/reinvest24,
ReligionPeace,Online service with a wide range of tools to help every religious community to create an online temple,Ukraine,Social media & networking,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/0611a85159cbc1d0a0eb3d4c9fc25a442bb6a248.png?1565782923,['2019'],https://www.linkedin.com/company/religionpeace,https://www.facebook.com/ReligionPeaceRP,https://www.crunchbase.com/organization/religionpeace,https://religionpeace.com/,https://twitter.com/ReligionPeaceRP,,https://angel.co/company/religionpeace-1
Rente,"Rente is elevating the rental economy. Rente is the membership ecosystem that lets you pay rent, build credit and earn rewards.",United States,AI & machine learning,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/f9d0f6ed92ffdd47812b2cea0773baa9dba38809.png?1565037774,['2019'],https://www.linkedin.com/company/rentevate,https://www.facebook.com/rentevate,https://www.crunchbase.com/organization/rente-6839,https://www.rente.ai/,https://twitter.com/rentevate,,https://angel.co/company/rente
reorder,Enabling autonomous checkout for retailers with our AI-powered computer vision technology.,Singapore,AI & machine learning,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/0af3139b0e021c2ed8bd6edf3364a7ac38dc4abf.png?1555917405,['2019'],https://www.linkedin.com/company/reorderapp,https://www.facebook.com/getreorder,https://www.crunchbase.com/organization/reorder,http://getreorder.com/,https://twitter.com/getreorder,,https://angel.co/getreorder
Reticket,The secure ticket reselling platform,Brazil,Entertainment & media,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/a38cd901b9b229bab553edf15da6c892f90d006d.png?1537971645,['2019'],,,,http://reticket.events/,,https://instagram.com/reticket.events,
Retreatmi,The new integrative platform for customized wellness travel.,UAE,"Sports, fitness & wellness",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/3aa0ed4c61b76b0ee348177bb8e26de6c5439c25.png?1567406654,['2019'],,https://www.facebook.com/Retreatmi-104205214268476,,http://www.retreatmi.com/,https://twitter.com/Retreatmi,,
Return Helper,"Connect Online Sales Channel, 3rd party warehouse, Shipping Carrier and Value Added Service together and make cross border return easy",Hong Kong,eCommerce & retail,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/517f5952ad64e50f704104a1e326df282614bd14.png?1571139728,['2019'],,,,https://www.returnhelper.com/,https://twitter.com/HelperReturn,,
RevenYOU,RevenYOU is an open source platform that gives people easy access to automated trading algorithms. Let the bots do the work!,Netherlands,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/4f8f3cbe39159df66fe65148744995ee6cb2c709.png?1538380214,['2019'],https://www.linkedin.com/company/revenyounl,https://www.facebook.com/RevenYou-591068904585725,,https://www.revenyou.io/,https://twitter.com/reven_you,,https://angel.co/company/revenyou
reviewr,"Online Reputation Management platform. Gather all your online reviews in one dashboard in a simple, centralized and intelligente…",Brazil,Travel & hospitality,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/49bb991957ba5a06a67850ca5823594df4cd0fea.png?1570482072,['2019'],https://www.linkedin.com/company/reviewr.me,https://www.facebook.com/reviewrme,https://www.crunchbase.com/organization/reviewr,http://www.reviewr.me/,https://twitter.com/reviewr_me,https://instagram.com/reviewr.me,https://angel.co/company/reviewr
Rework,"Rework is a simple and easy way to connect people and define a new way of working . Reconcile your work with your life, that is REWORK",Portugal,Social media & networking,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/26512c70cd355a24efa81d4c16dcf4613d91fdad.png?1571412699,['2019'],,,,https://rework.cloud/,,,
REZI Worx,Real estate asset preservation software providing real time data to achieve operational excellence resulting in increased bottom line.,Canada,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/2ba2349b46cd8bd59e9374a2fc679324b77a3a56.png?1570110975,['2019'],,,,http://www.reziworx.com/,,,
Rick.ai,"Providing data-driven growth hacks for CEO, CMO, Product and Marketing managers",Russia,AI & machine learning,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/79db0490a8a7ba8678a84b44f974eada6ca19d0c.png?1565772230,['2019'],,,,https://rick.ai/,,,
ripatrip,"Find YOUR perfect adventure travel destination. Discover the best platforms for experiences, cars, RVs, guides & glamping. All in one search",Portugal,Travel & hospitality,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/89df5c70ceae9e765115e21a7f9ba6a21beff99e.png?1570617708,['2019'],https://www.linkedin.com/company/ripatrip,https://www.facebook.com/ripatrip,https://www.crunchbase.com/organization/ripatrip,https://ripatrip.com/,,https://instagram.com/ripatrip,
Ripple Energy,Clean energy ownership platform - enabling people to own the clean energy assets that supply their home. Affordable. Flexible. Simple,United Kingdom,"Environment, energy & clean tech",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/06b82f9a97b911659a4d37786383bb5b5828e6fd.png?1565698590,['2019'],https://www.linkedin.com/company/ripple-energy,https://www.facebook.com/rippleenergy,https://www.crunchbase.com/organization/ripple-energy,http://www.rippleenergy.com/,https://twitter.com/rippleenergy,,
Ripplink,Facilitating genuine connections at scale.,United States,Social media & networking,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/1fd675c24ed65e6560fab5240bb53119eeaba13c.png?1570035532,['2019'],https://www.linkedin.com/company/ripplink,https://www.facebook.com/ripplink,,https://www.ripplink.co/,https://twitter.com/ripplink,https://instagram.com/ripplinkapp,https://angel.co/company/ripplink
RIVAL,Mobile app to compete and bet with your sports,Germany,"Sports, fitness & wellness",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/0d8271c4da32c2ee2a6421192f8140c6175942c1.png?1571606731,['2019'],,,,http://rivalapp.net/,,,
Rize Health,A digital recruitment and participant management tool. Bridging the clinical trial gap by matching participants with innovative health care.,Canada,Medtech & pharma,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/ac36b5e9eb2ce138125aedc2cf3cc46d408c475d.png?1552485302,['2019'],,,,http://rizehealth.ca/,https://twitter.com/RizeHealth,,
Rnters,Rnters is the renting marketplace for any item.,Portugal,eCommerce & retail,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/57b8562993e3e39d86e7e64adbc67219149b12ae.png?1570442825,['2019'],https://www.linkedin.com/company/10841474,https://www.facebook.com/rnters,,https://www.rnters.com/,,https://instagram.com/rnters.pt,
RoboSoccer,The world’s first table soccer game with robot players.,Poland,Hardware & IoT,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/8cc657c0236fa714833865b3d4fa57f0e8a68ebc.png?1571140067,['2019'],https://www.linkedin.com/company/robosoccer,https://www.facebook.com/getrobosoccer,,https://robosoccer.io/,https://twitter.com/SoccerRobo,https://instagram.com/robosoccer,
Robotify,"Revolutionising code learning through physically accurate in-browser robot simulations, 3D environments and gamified project based learning.",Ireland,Education,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/46ef1b39a152f8e8e310223e8ef7cee58b161487.png?1566227804,['2019'],https://www.linkedin.com/company/robotify,https://www.facebook.com/RobotifyLabs,,https://robotify.com/,https://twitter.com/RobotifyLabs,,
Robotto,Autonomous data gathering of wildfires for a faster and more accurate assessment using drones.,Denmark,AI & machine learning,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/4ede3c175a2ac9afe301eae9973464c6db3dd477.png?1569240778,['2019'],https://www.linkedin.com/company/robotto-co,https://www.facebook.com/robottoco,,http://www.robotto.dk/,https://twitter.com/RobottoCo,https://instagram.com/robottoco,https://angel.co/company/robotto-1
ROCOCODE DESIGN SRL,"We are a team of passionate developers that love to work on interesting projects. We build web/mobile applications, desktop and kiosk apps.",Romania,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/cc0ab0e5ca09a6bbdfcd815cca98c8d73edb1d23.png?1565697061,['2019'],,,,https://rococode.copaciu.com/,,,
Roleshare,The smart matching site for shared roles,United Kingdom,HR & recruitment,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/193d9c2c0ffe8d875d6fdaf893f6514b46e4ccbc.png?1566906768,['2019'],https://www.linkedin.com/company/roleshare,https://www.facebook.com/roleshare,https://www.crunchbase.com/organization/roleshare,https://roleshare.com/,https://twitter.com/roleshare,,https://angel.co/company/roleshare
ROOFS,Technologies kit and architectural visualization services for real estate. We bring real estate purchasing experience to the next level.,Russia,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/61cf74b6482a4bef8eb5093483c269f32696e526.png?1565708885,['2019'],,,,https://roofs.ru/,,,
Ropes,"We focus particularly on organic, on-the-ground tours and experiences in an exciting, new and interactive way.",United Kingdom,Travel & hospitality,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/eda6ffe8a075c518e414d8e4a693fcb258e998eb.png?1571409609,['2019'],,,,https://www.ropes.to/,https://twitter.com/ropesyourway,,
Roque Online,Roque Online connects informal markets with technologies that allows them to thrive,Angola,eCommerce & retail,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/c0837a40cddbeba6120e290913459d98fcbb3ba8.png?1569834804,['2019'],https://www.linkedin.com/company/roque-online,https://www.facebook.com/groqueonline,,https://www.roque-online.com/,https://twitter.com/GRoqueOnline,https://instagram.com/roque_online,
ROTheM,A bicycle-mount rear camera with AI and loud horns warns vehicle drivers about the possibility of the collision with a bike before it happen,Ukraine,Hardware & IoT,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/52dd9ab9b3b052f80335b057d9683f9c8464c810.png?1565671714,['2019'],,https://www.facebook.com/groups/ROTheM,,https://rothembike.com/active-safety-system/,https://twitter.com/rothembike,,
Roundstay,Book a hotel with supplements ✓ curated hotel gyms ✓ running coaches ✓ fit community. Side effects; increased overall wellness…,Netherlands,Travel & hospitality,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/273e0a8e8b33016f7b5c9d46b9f225c4d64e09d9.png?1566575399,['2019'],https://www.linkedin.com/company/10881363/admin,https://www.facebook.com/roundstay,,https://www.roundstay.com/,https://twitter.com/roundstay,,https://angel.co/company/goroundstay
RUBATO LTD,Music application development,Poland,Entertainment & media,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/22415ace20d0f5073e0f186d73a6e5b371deda74.png?1571141069,['2019'],,https://www.facebook.com/Rubato-360863964755690,,https://www.rubato.io/,https://twitter.com/RUBATO57747999,,
Rufus Labs,Rufus WorkHero is the most advanced connected operator platform for Fortune 1000 warehouse ops. We boost worker productivity by 50%+,United States,Hardware & IoT,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/7bdc06081b8110033dd116c739d7ade873ee4706.png?1569560120,['2019'],https://www.linkedin.com/company/rufus-labs,,https://www.crunchbase.com/organization/rufus-labs,https://www.getrufus.com/,,,https://angel.co/company/rufus-labs-2
Runnr,A marketplace app providing on demand personal assistants for the time-poor consumer - from dry cleaning and returns to coffee and food,United Kingdom,Lifestyle & fashion,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/62bdab40321a1143dc5b7459739637c854c3917b.png?1566941394,['2019'],https://www.linkedin.com/company/runnrapp/about,https://www.facebook.com/runnrapp,https://www.crunchbase.com/organization/runnr,https://runnr.io/,,,https://angel.co/company/runnr-app
"SAFY, Safety and Mobility",The most advanced signalling system for private and rental bicycles/scooters/skates/... is coming up!,Portugal,Hardware & IoT,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/4de412442becacf466ecfa5d67f0862c133ab59f.png?1565733963,['2019'],https://www.linkedin.com/company/safy-safety-mobility,https://www.facebook.com/SAFYseguranca,,https://safy.pt/,https://twitter.com/safy_safety,,
Saga saúde,"Health management platform to track people's health journey, improve clinical outcomes, reduce patient costs and increase provider…",Brazil,Medtech & pharma,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/4d74f5bf3d28510b3d60067ff1efc91e21c3fd3f.png?1568142076,['2019'],,,,https://sagasaude.com/,,https://instagram.com/sagasaude,
SageCity,We optimize the efficiency of processes and operations within businesses with our blockchain and sidechain technology.,United Kingdom,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/1fe9caa81652fabc4e8c234090e331a54d035f96.png?1567677892,['2019'],https://www.linkedin.com/company/sagecity,,,https://www.sagecity.tech/,https://twitter.com/sagecity,,
Sahel,Sahel For Education System in Saudi Arabia and Egypt,Saudi Arabia,Education,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/4edc07445d3c5003d2d23c7c460ef1d1aa2bc87a.png?1568521435,['2019'],,https://www.facebook.com/sahelsanet,,https://sahelsa.net/,https://twitter.com/sahelsanet,,
SaleMate,"Increase collaboration, productivity and performance of your retail organization. Use your field team where it creates most value.",Denmark,eCommerce & retail,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/9ea5580fe5c2ce2a7487b03cfcb3a5737ad4c4ce.png?1570617584,['2019'],,,,https://salemate.pro/,,,
Saleor Commerce,"The world’s fastest-growing e-commerce platform, Saleor delivers customer-driven experiences at scale with billions of dollars transacted.",Poland,eCommerce & retail,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/f5976682879ff1748b3a0aa3f2ddcafe0a44db45.png?1565263436,['2019'],https://www.linkedin.com/company/saleor,https://www.facebook.com/mirumeelabs,,https://saleor.io/,https://twitter.com/getsaleor,,https://angel.co/company/saleor-commerce
Salesbeat,Salesbeat is a marketplace matching fast moving consumer goods brands with service providers,United Kingdom,eCommerce & retail,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/3d7c6e09663797f56b5e991a4144b384531cbb76.png?1565915011,['2019'],https://www.linkedin.com/company/salesbeat,https://www.facebook.com/salesbeatco,https://www.crunchbase.com/organization/salesbeat-ltd,https://www.salesbeat.co/,https://twitter.com/salesbeatco,,https://angel.co/company/salesbeat-1
SalesRepublic,We build scalable sales teams,France,HR & recruitment,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/a27d8c00ed667c44c8fe7ec0f2880f8493f54301.png?1570438940,['2019'],https://www.linkedin.com/company/salesrepublic,,,https://sales-republic.com/,https://twitter.com/republic_sales,https://instagram.com/sales.republic,
SampleWadi (by datafini),Probably the first and only product sample distribution platform to get your sample to the (RIGHT) consumer.,UAE,eCommerce & retail,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/1f42be0f0689db214a5fc302d68303b685e913eb.png?1568897654,['2019'],https://www.linkedin.com/company/datafini,https://www.facebook.com/SampleWadi,,https://samplewadi.com/,https://twitter.com/samplewadi,https://instagram.com/samplewadi,https://angel.co/company/datafini
SAPIE,"SAPIE is an education early warning cloud solution, helping organizations to leave no students behind!",Portugal,Education,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/623663a081a231901c43ba03d29de533f91ac396.png?1571048155,['2019'],https://www.linkedin.com/company/sapieedu,https://www.facebook.com/sapieedu,https://www.crunchbase.com/organization/sapie-3ab0,https://sapie.pt/en,https://twitter.com/sapieedu,https://instagram.com/sapieedu,
Sardinia Experience,Creators of one of the best edutainment format for culture and places marketing. Taylored emotional projects by Virtual Reality+Storytelling,Italy,Entertainment & media,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/fd5f7254048d530d81cc752171194f0f6f0ff8d2.png?1570703090,['2019'],,https://www.facebook.com/nuragicaVR/?tsid=0.6317884477802964&source=result,,https://www.nuragica.info/,https://twitter.com/NuragicaVR,https://instagram.com/nuragicavr,
Satoshi Transformative Data,"Tribaldata is a new breed of data provider, closely knitted to local consumers and media to create a supply of consented, high-quality data.",Spain,"Advertising, content & marketing",https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/dc2955494ac14e7cf4db3a08b5e58afd34d7ad3c.png?1569791759,['2019'],https://www.linkedin.com/company/tribaldata,,,http://www.tribaldata.es/,,,
Savingscoin,Digital savings built on blockchain. Our goal is to become the world’s largest pension fund without touching a penny of our clients' funds.,Portugal,Fintech,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/7cb754af19cf3b4423c1f98729d3238dbac3e7a5.png?1570735879,['2019'],https://www.linkedin.com/company/savingscoin/about,https://www.facebook.com/savingscoin.official,,https://www.savingscoin.pt/,https://twitter.com/savingscoin_svg,,
SayWot: A Global P2P Translations Network,A global method of solving translation/ interpretation issues easily and affordably,United States,Social media & networking,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/e22de31c610a12435f0d1c0d9e7df2b5059f1008.png?1568454436,['2019'],,https://www.facebook.com/saywottranslations,,http://say-wot.com/,,,
Scheduled,"Be a better friend or business by scheduling text messages to your friends, family, customers, staff or network.",Netherlands,Social media & networking,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/e78653d093ba24251329c1e7871c084f6328fd57.png?1565879982,['2019'],,https://www.facebook.com/scheduledapp,,https://scheduledapp.com/,https://twitter.com/scheduledappco,,
ScoreStoryBook,Fairness and transparency in economy. One story at a time.,Estonia,Big data & analytics,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/92247362c2f92c6236224158589f6d953e42179e.png?1564728786,['2019'],https://www.linkedin.com/company/register-o%C3%BC,https://www.facebook.com/Storybook-300083460703962,,https://www.scorestorybook.ee/,https://twitter.com/Scorestorybook,,
Scorpion Circle,"We have the ideal solution for business decision-making, data analysis, forecasting, artificial intelligence and more.",Portugal,Big data & analytics,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/3799792bac81af75da66ec7d293f61184820cf87.png?1571406097,['2019'],,,,https://scorpion.pt/,https://twitter.com/CircleScorpion,,
Scrumie,"Know what's happening in your team! Get a simple overview of the work done, team members' availability and much more.",Czech Republic,Enterprise software solutions,https://s3-eu-west-1.amazonaws.com/avenger.cilabs.net/production/logos/medium/21a920aaf42bb88baecf4e6bba08cce31dc6774b.png?1570543964,['2019'],,,,https://scrumie.com/,,,
